id,study,start_date,dob1,dob2,gender,ethnic,eng,edu,emp,age,honest,honest1,honest2
1_256,1,2017-09-29T12:33:31Z,1998,3,Female,White/Caucasian,Yes,High School,"Student,Part time",19.5,NA,NA,NA
1_257,1,2017-09-29T15:00:26Z,1998,9,Male,White/Caucasian,Yes,High School,"Student,Part time",19,NA,NA,NA
1_258,1,2017-09-29T15:11:11Z,1998,8,Female,Chinese,Yes,High School,Student,19.0833333333333,NA,NA,NA
1_259,1,2017-09-29T18:40:30Z,1998,1,Male,Other Asian,No,High School,"Student,Part time",19.6666666666667,NA,NA,NA
1_260,1,2017-09-29T19:30:06Z,1997,5,Female,Chinese,No,High School,Student,20.3333333333333,NA,NA,NA
1_261,1,2017-09-29T20:15:02Z,1997,12,Female,Other,Yes,Bachelor degree,Part time,19.75,NA,NA,NA
1_262,1,2017-09-29T20:33:48Z,1997,3,Female,Chinese,No,High School,Not employed,20.5,NA,NA,NA
1_263,1,2017-09-29T22:05:33Z,1998,7,Male,Chinese,Yes,High School,"Student,Part time",19.1666666666667,NA,NA,NA
1_264,1,2017-09-29T23:29:03Z,1998,5,Female,White/Caucasian,No,High School,"Student,Not employed",19.3333333333333,NA,NA,NA
1_267,1,2017-09-30T15:04:37Z,1999,4,Male,Chinese,Yes,High School,"Student,Full time",18.4166666666667,NA,NA,NA
1_270,1,2017-09-30T23:25:30Z,1998,8,Female,Chinese,No,High School,Student,19.0833333333333,NA,NA,NA
1_271,1,2017-10-01T12:40:39Z,1998,6,Female,White/Caucasian,Yes,High School,"Student,Part time",19.3333333333333,NA,NA,NA
1_272,1,2017-10-01T15:06:50Z,1987,10,Female,White/Caucasian,Yes,Bachelor degree,Part time,30,NA,NA,NA
1_273,1,2017-10-01T16:02:24Z,1998,6,Male,White/Caucasian,Yes,High School,Student,19.3333333333333,NA,NA,NA
1_274,1,2017-10-01T18:26:39Z,1997,6,Female,Chinese,No,High School,"Student,Full time",20.3333333333333,NA,NA,NA
1_275,1,2017-10-01T19:46:05Z,1996,10,Male,Chinese,No,High School,Student,21,NA,NA,NA
1_276,1,2017-10-01T20:20:04Z,1999,9,Male,White/Caucasian,Yes,High School,"Student,Part time",18.0833333333333,NA,NA,NA
1_277,1,2017-10-01T21:29:37Z,1998,5,Female,White/Caucasian,Yes,High School,Student,19.4166666666667,NA,NA,NA
1_278,1,2017-10-01T22:23:33Z,1997,12,Male,"White/Caucasian,Other Asian",Yes,High School,Student,19.8333333333333,NA,NA,NA
1_279,1,2017-10-01T23:23:32Z,1998,5,Female,"Chinese,South Asian/Desi (Indian, Pakistani, Sri Lankan etc.),Hispanic",Yes,High School,Student,19.4166666666667,NA,NA,NA
1_281,1,2017-10-02T09:45:49Z,1999,4,Female,White/Caucasian,Yes,NA,NA,18.5,NA,NA,NA
1_284,1,2017-10-02T12:24:35Z,1999,1,Female,White/Caucasian,Yes,High School,Student,18.75,NA,NA,NA
1_285,1,2017-10-02T12:21:18Z,1998,2,Female,White/Caucasian,Yes,High School,Student,19.6666666666667,NA,NA,NA
1_286,1,2017-10-02T13:07:54Z,1989,8,Female,White/Caucasian,Yes,Bachelor degree,Part time,28.1666666666667,NA,NA,NA
1_287,1,2017-10-02T13:21:14Z,1998,6,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Part time",19.3333333333333,NA,NA,NA
1_288,1,2017-10-02T03:23:00Z,1997,9,Male,Chinese,Yes,High School,"Student,Part time",20.0833333333333,NA,NA,NA
1_289,1,2017-10-02T15:28:07Z,1998,8,Male,White/Caucasian,Yes,High School,Student,19.1666666666667,NA,NA,NA
1_290,1,2017-10-02T16:07:45Z,1997,7,Female,Other,Yes,High School,"Student,Part time",20.25,NA,NA,NA
1_291,1,2017-10-02T16:05:57Z,1998,7,Male,Chinese,No,Bachelor degree,Student,19.25,NA,NA,NA
1_292,1,2017-10-02T17:22:09Z,1998,5,Male,White/Caucasian,Yes,High School,"Student,Part time",19.4166666666667,NA,NA,NA
1_293,1,2017-10-02T19:36:28Z,1992,11,Female,White/Caucasian,No,Bachelor degree,"Student,Part time",24.9166666666667,NA,NA,NA
1_294,1,2017-10-02T19:43:56Z,1998,4,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,19.5,NA,NA,NA
1_295,1,2017-10-02T15:43:13Z,1998,4,Male,White/Caucasian,Yes,High School,"Student,Part time",19.5,NA,NA,NA
1_296,1,2017-10-02T20:31:23Z,1998,5,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,19.4166666666667,NA,NA,NA
1_297,1,2017-10-02T16:35:07Z,1998,12,Female,White/Caucasian,Yes,High School,"Student,Part time",18.8333333333333,NA,NA,NA
1_298,1,2017-10-02T12:39:18Z,1999,2,Male,Other Asian,Yes,High School,"Student,Part time",18.6666666666667,NA,NA,NA
1_299,1,2017-10-03T22:12:06Z,1998,11,Female,White/Caucasian,Yes,High School,"Student,Not employed",18.9166666666667,NA,NA,NA
1_300,1,2017-09-26T11:52:07Z,1998,11,Female,White/Caucasian,No,High School,Student,18.8333333333333,NA,NA,NA
1_301,1,2017-10-04T16:31:18Z,1997,10,Female,White/Caucasian,Yes,High School,"Student,Not employed",20,NA,NA,NA
1_303,1,2017-10-07T13:03:57Z,1999,2,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Part time",18.6666666666667,NA,NA,NA
1_304,1,2017-10-07T13:58:33Z,1994,5,Female,White/Caucasian,No,High School,Student,23.4166666666667,NA,NA,NA
1_305,1,2017-10-07T19:20:31Z,1999,3,Female,Chinese,Yes,High School,"Student,Full time",18.5833333333333,NA,NA,NA
1_306,1,2017-10-07T22:25:10Z,1998,6,Female,"White/Caucasian,African or African American",Yes,High School,"Student,Not employed",19.3333333333333,NA,NA,NA
2_1,2,2018-04-17T13:05:08Z,1999,6,Female,Other Asian,No,High School,Student,18.8333333333333,Yes,NA,NA
2_2,2,2018-04-17T13:34:57Z,1999,5,Female,White/Caucasian,Yes,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_3,2,2018-04-17T13:16:12Z,1999,7,Female,White/Caucasian,Yes,High School,"Student,Part time",18.75,Yes,NA,NA
2_4,2,2018-04-17T14:24:23Z,1998,1,Female,"White/Caucasian,Hispanic",Yes,High School,"Student,Part time",20.25,Yes,NA,NA
2_5,2,2018-04-17T14:27:32Z,1999,9,Male,Chinese,Yes,High School,Student,18.5833333333333,Yes,NA,NA
2_6,2,2018-04-17T14:46:19Z,1998,5,Female,"Chinese,Other Asian",Prefer not to say,High School,Student,19.9166666666667,Yes,NA,NA
2_7,2,2018-04-17T15:17:01Z,1997,2,Female,"Chinese,South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,21.1666666666667,Yes,NA,NA
2_8,2,2018-04-17T15:46:18Z,1999,1,Male,Chinese,Yes,High School,"Student,Part time",19.25,Yes,NA,NA
2_9,2,2018-04-17T15:44:31Z,1999,6,Female,White/Caucasian,Yes,High School,Student,18.8333333333333,Yes,NA,NA
2_11,2,2018-04-17T15:42:24Z,1999,6,Female,White/Caucasian,Yes,High School,Student,18.8333333333333,Yes,NA,NA
2_12,2,2018-04-17T18:30:34Z,2000,4,Female,White/Caucasian,Yes,High School,Student,18,Yes,NA,NA
2_13,2,2018-04-17T14:54:46Z,1999,5,Female,White/Caucasian,Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_15,2,2018-04-17T20:49:09Z,1999,9,Female,White/Caucasian,Yes,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_16,2,2018-04-17T20:42:19Z,1999,4,Female,Other Asian,No,High School,Student,19,Yes,NA,NA
2_17,2,2018-04-17T21:35:13Z,1999,10,Female,Other Asian,No,High School,Student,18.5,Yes,NA,NA
2_18,2,2018-04-17T21:29:22Z,1999,9,Male,Other Asian,Yes,High School,Student,18.5833333333333,Yes,NA,NA
2_19,2,2018-04-17T22:13:54Z,1999,4,Female,Chinese,No,High School,Student,19,Yes,NA,NA
2_21,2,2018-04-17T22:13:46Z,2000,1,Male,White/Caucasian,Yes,High School,Student,18.25,Yes,NA,NA
2_22,2,2018-04-17T22:39:20Z,1999,7,Female,White/Caucasian,Yes,High School,Student,18.75,Yes,NA,NA
2_23,2,2018-04-17T22:55:58Z,1999,8,Male,White/Caucasian,Yes,High School,"Student,Not employed",18.6666666666667,Yes,NA,NA
2_24,2,2018-04-18T00:13:45Z,1997,1,Female,White/Caucasian,Yes,High School,Student,21.25,Yes,NA,NA
2_26,2,2018-04-18T10:45:19Z,1997,4,Female,Indonesian,No,High School,Student,21,Yes,NA,NA
2_28,2,2018-04-18T11:51:09Z,1999,8,Female,White/Caucasian,Yes,High School,Student,18.6666666666667,Yes,NA,NA
2_29,2,2018-04-18T12:40:02Z,1999,9,Male,White/Caucasian,Yes,High School,Student,18.5833333333333,Yes,NA,NA
2_30,2,2018-04-18T13:05:23Z,2000,3,Female,Indonesian,Yes,High School,Student,18.0833333333333,Yes,NA,NA
2_31,2,2018-04-18T13:19:24Z,1997,4,Female,"White/Caucasian,Other",No,High School,Student,21,Yes,NA,NA
2_32,2,2018-04-18T14:15:42Z,1998,5,Male,White/Caucasian,Yes,High School,Student,19.9166666666667,Yes,NA,NA
2_33,2,2018-04-18T13:52:56Z,2000,1,Female,Chinese,Prefer not to say,High School,Student,18.25,Yes,NA,NA
2_34,2,2018-04-18T12:41:13Z,2000,4,Female,White/Caucasian,Yes,High School,"Student,Part time",18,Yes,NA,NA
2_35,2,2018-04-18T14:35:47Z,2000,3,Female,"White/Caucasian,Chinese,Other Asian",Yes,High School,Student,18.0833333333333,Yes,NA,NA
2_36,2,2018-04-18T15:37:42Z,1998,8,Female,White/Caucasian,Yes,High School,Student,19.6666666666667,Yes,NA,NA
2_37,2,2018-04-18T17:44:24Z,1999,3,Female,White/Caucasian,Yes,High School,Student,19.0833333333333,Yes,NA,NA
2_38,2,2018-04-18T12:40:06Z,1999,8,Female,"White/Caucasian,Other",Yes,High School,"Student,Not employed",18.6666666666667,Yes,NA,NA
2_39,2,2018-04-18T18:00:46Z,1999,5,Female,Other Asian,No,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_40,2,2018-04-18T18:52:02Z,1999,10,Female,"Chinese,Other Asian",Yes,High School,Student,18.5,Yes,NA,NA
2_41,2,2018-04-18T18:45:33Z,1999,6,Female,Other,Yes,High School,Student,18.8333333333333,Yes,NA,NA
2_42,2,2018-04-18T20:18:36Z,1999,5,Male,White/Caucasian,Yes,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_43,2,2018-04-18T22:32:46Z,1999,5,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.),Other Asian,Middle Eastern",Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_44,2,2018-04-18T21:42:21Z,1999,12,Female,Chinese,No,Bachelor degree,Student,18.3333333333333,Yes,NA,NA
2_46,2,2018-04-19T10:46:14Z,1979,12,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,Postgraduate degree,"Student,Full time",38.3333333333333,Yes,NA,NA
2_49,2,2018-04-19T12:12:06Z,2000,3,Female,"White/Caucasian,Middle Eastern,Other",Yes,High School,"Student,Part time",18.0833333333333,Yes,NA,NA
2_50,2,2018-04-19T12:48:06Z,2000,3,Male,White/Caucasian,Yes,High School,Student,18.0833333333333,Yes,NA,NA
2_52,2,2018-04-18T16:55:55Z,1999,12,Female,Chinese,No,High School,Student,18.3333333333333,Yes,NA,NA
2_53,2,2018-04-19T14:43:56Z,1999,5,Female,"White/Caucasian,Other Asian,Other",Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_54,2,2018-04-19T14:36:00Z,1999,8,Female,Other,Yes,High School,Part time,18.6666666666667,Yes,NA,NA
2_55,2,2018-04-19T16:07:00Z,1999,8,Female,Chinese,No,High School,Not employed,18.6666666666667,Yes,NA,NA
2_56,2,2018-04-19T16:51:38Z,1998,8,Female,Indonesian,Yes,High School,Student,19.6666666666667,Yes,NA,NA
2_57,2,2018-04-19T17:16:28Z,2000,4,Female,Indonesian,No,High School,Student,18,Yes,NA,NA
2_58,2,2018-04-19T17:18:23Z,1999,7,Male,Indonesian,Yes,High School,Student,18.75,Yes,NA,NA
2_59,2,2018-04-19T18:06:49Z,1999,6,Female,White/Caucasian,Yes,High School,"Student,Part time",18.8333333333333,Yes,NA,NA
2_61,2,2018-04-19T19:46:50Z,1999,10,Male,Indonesian,No,High School,Student,18.5,Yes,NA,NA
2_62,2,2018-04-19T18:17:54Z,1998,11,Female,"White/Caucasian,Middle Eastern",Yes,High School,Part time,19.4166666666667,Yes,NA,NA
2_63,2,2018-04-19T20:56:12Z,1998,3,Male,Other Asian,Yes,High School,Student,20.0833333333333,Yes,NA,NA
2_64,2,2018-04-19T11:42:43Z,1999,3,Female,Chinese,No,High School,"Student,Part time",19.0833333333333,Yes,NA,NA
2_65,2,2018-04-19T21:00:48Z,1999,10,Female,Chinese,Yes,High School,"Student,Part time",18.5,Yes,NA,NA
2_69,2,2018-04-20T20:56:50Z,1981,10,Male,White/Caucasian,Yes,Bachelor degree,"Student,Part time",36.5,Yes,NA,NA
2_70,2,2018-04-21T16:15:28Z,1999,2,Female,Chinese,No,High School,Student,19.1666666666667,Yes,NA,NA
2_71,2,2018-04-21T17:04:59Z,2000,3,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Not employed",18.0833333333333,Yes,NA,NA
2_72,2,2018-04-23T09:31:30Z,1998,6,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Part time",19.8333333333333,Yes,NA,NA
2_73,2,2018-04-23T12:28:07Z,1997,8,Female,Chinese,No,High School,Student,20.6666666666667,Yes,NA,NA
2_74,2,2018-04-23T14:26:23Z,1998,10,Female,Chinese,No,Bachelor degree,Student,19.5,Yes,NA,NA
2_75,2,2018-04-24T13:27:55Z,1997,2,Male,Other Asian,No,High School,Student,21.1666666666667,Yes,NA,NA
2_76,2,2018-04-24T15:22:33Z,1999,12,Female,Chinese,No,High School,"Student,Part time",18.3333333333333,Yes,NA,NA
2_77,2,2018-04-19T22:34:25Z,1997,12,Male,"Chinese,Indonesian",No,High School,Student,20.3333333333333,Yes,NA,NA
2_79,2,2018-04-17T18:05:53Z,1998,6,Male,White/Caucasian,Yes,High School,"Student,Part time",19.8333333333333,Yes,NA,NA
2_80,2,2018-04-24T21:25:17Z,1999,10,Female,Chinese,Yes,High School,Student,18.5,Yes,NA,NA
2_81,2,2018-04-17T22:12:14Z,2000,1,Female,White/Caucasian,Yes,High School,Student,18.25,Yes,NA,NA
2_82,2,2018-04-25T12:01:23Z,1981,12,Male,Middle Eastern,No,Postgraduate degree,Full time,36.3333333333333,Yes,NA,NA
2_84,2,2018-04-26T17:48:47Z,1998,4,Female,"White/Caucasian,Aboriginal or Torres Strait Islander",Yes,High School,"Student,Not employed",20,Yes,NA,NA
2_85,2,2018-04-24T22:13:12Z,1998,4,Female,Chinese,No,High School,Student,20,Yes,NA,NA
2_86,2,2018-04-29T12:10:19Z,1999,11,Female,Other Asian,No,High School,Student,18.4166666666667,Yes,NA,NA
2_87,2,2018-04-29T22:34:31Z,1998,11,Female,Chinese,No,High School,Student,19.4166666666667,Yes,NA,NA
2_88,2,2018-04-30T00:57:50Z,1998,6,Female,Chinese,No,High School,Not employed,19.8333333333333,Yes,NA,NA
2_89,2,2018-04-29T23:24:43Z,1998,7,Male,Chinese,No,Bachelor degree,Student,19.75,Yes,NA,NA
2_90,2,2018-04-30T12:26:14Z,1997,8,Female,"White/Caucasian,South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,20.6666666666667,Yes,NA,NA
2_91,2,2018-04-30T12:38:10Z,1998,2,Female,Chinese,No,High School,Part time,20.1666666666667,Yes,NA,NA
2_92,2,2018-04-30T12:35:13Z,1998,8,Female,Chinese,No,High School,Student,19.6666666666667,Yes,NA,NA
2_93,2,2018-04-30T13:12:40Z,1999,10,Female,"Indonesian,Other Asian",Yes,High School,Student,18.5,Yes,NA,NA
2_94,2,2018-04-30T13:25:50Z,1999,1,Female,White/Caucasian,Yes,High School,Student,19.25,Yes,NA,NA
2_95,2,2018-04-24T09:34:51Z,1999,3,Female,Chinese,Yes,High School,Student,19.0833333333333,Yes,NA,NA
2_96,2,2018-04-30T14:48:42Z,1999,8,Female,White/Caucasian,Yes,High School,"Student,Not employed",18.6666666666667,Yes,NA,NA
2_97,2,2018-04-30T15:48:34Z,2000,4,Female,Chinese,Yes,High School,Student,18,Yes,NA,NA
2_98,2,2018-05-02T12:22:00Z,1999,5,Female,Other Asian,Yes,High School,"Student,Not employed",19,Yes,NA,NA
2_99,2,2018-05-03T18:15:35Z,1999,1,Male,African or African American,Yes,High School,Student,19.3333333333333,Yes,NA,NA
2_100,2,2018-05-04T17:57:32Z,1999,4,Male,White/Caucasian,Yes,High School,Part time,19.0833333333333,Yes,NA,NA
2_101,2,2018-05-05T21:01:45Z,1998,2,Female,Chinese,No,High School,Part time,20.25,Yes,NA,NA
2_102,2,2018-05-16T17:51:14Z,1998,10,Female,Chinese,Yes,High School,Student,19.5833333333333,Yes,NA,NA
2_103,2,2018-05-16T18:16:04Z,1995,10,Male,Other Asian,No,High School,Student,22.5833333333333,Yes,NA,NA
2_104,2,2018-05-16T18:21:01Z,1999,6,Female,Chinese,No,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_105,2,2018-05-16T19:05:25Z,1998,10,Female,Other Asian,Yes,High School,Student,19.5833333333333,Yes,NA,NA
2_106,2,2018-05-16T19:18:05Z,1999,9,Male,White/Caucasian,Yes,High School,Student,18.6666666666667,Yes,NA,NA
2_109,2,2018-05-17T02:03:38Z,1997,12,Female,Chinese,Yes,High School,Student,20.4166666666667,Yes,NA,NA
2_110,2,2018-05-17T08:21:00Z,1999,8,Female,Other Asian,Yes,High School,Student,18.75,Yes,NA,NA
2_111,2,2018-05-16T18:00:42Z,1998,5,Male,Chinese,Yes,Bachelor degree,Student,20,Yes,NA,NA
2_112,2,2018-05-17T09:29:20Z,1995,5,Female,Other,Yes,Bachelor degree,"Student,Part time",23,Yes,NA,NA
2_116,2,2018-05-17T13:03:40Z,1999,3,Male,White/Caucasian,Yes,High School,"Student,Part time",19.1666666666667,Yes,NA,NA
2_117,2,2018-05-17T13:41:36Z,1999,11,Female,Other Asian,Yes,High School,Student,18.5,Yes,NA,NA
2_118,2,2018-05-17T14:30:22Z,1991,3,Female,White/Caucasian,Yes,Bachelor degree,Full time,27.1666666666667,Yes,NA,NA
2_119,2,2018-05-17T14:25:37Z,1999,10,Female,White/Caucasian,Yes,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_120,2,2018-05-17T18:04:51Z,1998,12,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Part time",19.4166666666667,Yes,NA,NA
2_121,2,2018-05-17T21:47:20Z,2000,4,Female,White/Caucasian,Yes,High School,Student,18.0833333333333,Yes,NA,NA
2_122,2,2018-05-18T12:06:54Z,1998,10,Female,White/Caucasian,Yes,High School,Part time,19.5833333333333,Yes,NA,NA
2_123,2,2018-05-18T14:11:01Z,1995,8,Female,Other Asian,Yes,High School,Student,22.75,Yes,NA,NA
2_124,2,2018-05-21T11:56:51Z,1996,5,Female,White/Caucasian,Yes,Bachelor degree,Student,22,Yes,NA,NA
2_125,2,2018-05-21T19:45:00Z,1998,11,Female,Chinese,No,High School,Student,19.5,Yes,NA,NA
2_126,2,2018-05-22T16:58:14Z,1999,10,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,18.5833333333333,Yes,NA,NA
2_127,2,2018-05-23T13:04:43Z,2000,5,Female,White/Caucasian,Yes,High School,"Student,Part time",18,Yes,NA,NA
2_129,2,2018-05-17T22:38:41Z,1998,12,Female,White/Caucasian,Yes,High School,Student,19.4166666666667,Yes,NA,NA
2_131,2,2018-05-26T22:07:41Z,1998,8,Female,Chinese,Yes,High School,"Student,Full time",19.75,Yes,NA,NA
2_134,2,2018-05-30T10:47:38Z,1999,2,Female,White/Caucasian,Yes,High School,"Student,Part time",19.25,Yes,NA,NA
2_136,2,2018-05-30T17:33:25Z,1998,2,Female,White/Caucasian,Yes,High School,"Student,Part time",20.25,Yes,NA,NA
2_137,2,2018-05-30T17:43:35Z,1999,10,Female,"Middle Eastern,Other",Yes,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_138,2,2018-07-27T13:29:06Z,1998,2,Male,Chinese,No,High School,Student,20.4166666666667,Yes,NA,NA
2_139,2,2018-07-27T13:38:39Z,1998,10,Female,Chinese,Yes,High School,"Student,Full time",19.75,Yes,NA,NA
2_140,2,2018-07-27T15:08:33Z,1999,3,Female,White/Caucasian,Yes,High School,"Student,Part time",19.3333333333333,Yes,NA,NA
2_141,2,2018-07-27T15:33:04Z,1999,12,Male,White/Caucasian,Yes,High School,Student,18.5833333333333,Yes,NA,NA
2_142,2,2018-07-27T15:38:40Z,1988,1,Male,Chinese,Yes,Bachelor degree,Student,30.5,Yes,NA,NA
2_143,2,2018-07-27T15:46:17Z,2000,1,Female,Other Asian,Yes,High School,"Student,Part time",18.5,Yes,NA,NA
2_144,2,2018-07-27T15:12:25Z,1999,8,Female,White/Caucasian,Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_145,2,2018-07-27T16:01:40Z,1999,7,Female,White/Caucasian,Yes,High School,"Student,Part time",19,Yes,NA,NA
2_146,2,2018-07-27T16:03:01Z,1993,4,Male,White/Caucasian,Yes,High School,"Student,Part time",25.25,Yes,NA,NA
2_147,2,2018-07-27T14:58:11Z,2000,5,Female,Chinese,Yes,High School,"Student,Part time",18.1666666666667,Yes,NA,NA
2_149,2,2018-07-27T20:37:50Z,1999,4,Male,White/Caucasian,Yes,High School,Student,19.25,Yes,NA,NA
2_150,2,2018-07-27T21:17:55Z,1999,10,Male,Other Asian,Yes,High School,Student,18.75,Yes,NA,NA
2_151,2,2018-07-27T20:56:29Z,1999,12,Male,Chinese,Yes,High School,"Student,Not employed",18.5833333333333,Yes,NA,NA
2_152,2,2018-07-27T20:24:52Z,1998,3,Female,Chinese,No,High School,Student,20.3333333333333,Yes,NA,NA
2_153,2,2018-07-27T21:34:53Z,1999,12,Female,Chinese,No,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_154,2,2018-07-27T21:45:14Z,1999,11,Female,Chinese,No,High School,Student,18.6666666666667,Yes,NA,NA
2_155,2,2018-07-27T21:58:30Z,1999,8,Female,Chinese,No,Bachelor degree,Student,18.9166666666667,Yes,NA,NA
2_156,2,2018-07-28T18:55:06Z,1998,5,Female,Indonesian,Yes,High School,Student,20.1666666666667,Yes,NA,NA
2_157,2,2018-07-27T16:12:33Z,1999,9,Female,White/Caucasian,Yes,High School,Student,18.8333333333333,Yes,NA,NA
2_158,2,2018-07-27T17:16:35Z,1999,6,Female,Chinese,No,High School,Student,19.0833333333333,Yes,NA,NA
2_159,2,2018-07-29T16:24:50Z,1999,9,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,Bachelor degree,Student,18.8333333333333,Yes,NA,NA
2_160,2,2018-07-29T16:36:17Z,1997,4,Male,Chinese,Yes,Bachelor degree,Student,21.25,Yes,NA,NA
2_161,2,2018-07-27T17:29:46Z,1999,7,Female,White/Caucasian,Yes,High School,"Student,Part time",19,Yes,NA,NA
2_162,2,2018-07-30T10:29:55Z,1998,5,Female,White/Caucasian,Yes,High School,Student,20.1666666666667,Yes,NA,NA
2_163,2,2018-07-30T11:10:15Z,1997,10,Female,Chinese,Yes,High School,"Student,Part time",20.75,Yes,NA,NA
2_164,2,2018-07-30T11:39:38Z,1996,9,Female,White/Caucasian,Yes,Bachelor degree,Student,21.8333333333333,Yes,NA,NA
2_166,2,2018-07-30T12:10:05Z,1999,6,Female,"Chinese,Other Asian",No,High School,Student,19.0833333333333,Yes,NA,NA
2_167,2,2018-07-30T14:19:01Z,2000,2,Female,Middle Eastern,No,High School,Student,18.4166666666667,Yes,NA,NA
2_168,2,2018-07-30T14:39:56Z,1998,8,Female,Other Asian,No,High School,"Student,Full time,Not employed",19.9166666666667,Yes,NA,NA
2_169,2,2018-07-30T14:31:39Z,1998,6,Female,Chinese,No,High School,"Student,Full time,Not employed",20.0833333333333,Yes,NA,NA
2_170,2,2018-07-30T15:09:32Z,1999,10,Female,"White/Caucasian,Hispanic",Yes,High School,Student,18.75,Yes,NA,NA
2_171,2,2018-07-30T15:17:51Z,1999,1,Female,Middle Eastern,Yes,High School,Student,19.5,Yes,NA,NA
2_174,2,2018-07-30T15:27:09Z,1998,8,Female,Chinese,No,High School,Student,19.9166666666667,Yes,NA,NA
2_175,2,2018-07-30T16:02:19Z,1998,4,Female,Other,Yes,High School,"Student,Part time",20.25,Yes,NA,NA
2_177,2,2018-07-30T16:23:30Z,1999,6,Female,Chinese,No,High School,"Student,Part time",19.0833333333333,Yes,NA,NA
2_178,2,2018-07-30T16:38:03Z,2000,7,Female,"Chinese,Indonesian",Yes,High School,Student,18,Yes,NA,NA
2_179,2,2018-07-30T15:59:04Z,1999,2,Female,Chinese,No,High School,Student,19.4166666666667,Yes,NA,NA
2_180,2,2018-07-30T16:45:00Z,1998,1,Female,White/Caucasian,No,High School,Student,20.5,Yes,NA,NA
2_182,2,2018-07-30T16:34:15Z,1999,2,Female,Chinese,No,High School,Student,19.4166666666667,Yes,NA,NA
2_183,2,2018-07-30T16:11:08Z,1998,10,Female,Chinese,No,High School,"Student,Full time",19.75,Yes,NA,NA
2_184,2,2018-07-30T16:48:01Z,1984,9,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,Bachelor degree,Student,33.8333333333333,Yes,NA,NA
2_185,2,2018-07-30T17:41:30Z,1999,7,Female,Chinese,No,High School,Student,19,Yes,NA,NA
2_187,2,2018-07-30T16:14:49Z,1999,8,Female,Chinese,No,High School,Student,18.9166666666667,Yes,NA,NA
2_188,2,2018-07-30T17:59:43Z,1999,8,Female,Other Asian,Yes,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_189,2,2018-07-30T12:30:14Z,1999,5,Female,Chinese,No,High School,Student,19.1666666666667,Yes,NA,NA
2_191,2,2018-07-30T19:50:40Z,1999,12,Female,Other Asian,No,Bachelor degree,Student,18.5833333333333,Yes,NA,NA
2_192,2,2018-07-30T20:07:56Z,1999,9,Female,Chinese,Yes,High School,Student,18.8333333333333,Yes,NA,NA
2_193,2,2018-07-30T21:15:02Z,1998,2,Female,Chinese,No,High School,Student,20.4166666666667,Yes,NA,NA
2_194,2,2018-07-30T14:19:49Z,2000,1,Female,Aboriginal or Torres Strait Islander,Yes,High School,Student,18.5,Yes,NA,NA
2_195,2,2018-07-30T21:47:26Z,1999,2,Female,Chinese,No,High School,Student,19.4166666666667,Yes,NA,NA
2_196,2,2018-07-30T22:09:03Z,2000,3,Male,White/Caucasian,Yes,High School,Student,18.3333333333333,Yes,NA,NA
2_197,2,2018-07-30T22:39:35Z,1998,6,Female,Chinese,No,High School,Student,20.0833333333333,Yes,NA,NA
2_198,2,2018-07-30T23:29:15Z,1998,1,Female,Other Asian,No,High School,Student,20.5,Yes,NA,NA
2_199,2,2018-07-31T10:20:05Z,1998,6,Female,Other Asian,Yes,High School,"Student,Part time",20.0833333333333,Yes,NA,NA
2_200,2,2018-07-31T12:18:26Z,1998,6,Female,Chinese,No,High School,Student,20.0833333333333,Yes,NA,NA
2_201,2,2018-07-31T11:33:33Z,1998,3,Male,Chinese,No,Bachelor degree,Part time,20.3333333333333,Yes,NA,NA
